Heure Locale	Origine	Compagnie	N° de Vol	Statut	N° du jour	N° du mois	Année
08:40:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 08:30	1	1	2021
09:50:00	JEDDAH	SAUDI ARAB	SV365	ATTERRI 09:52	1	1	2021
10:00:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 10:23	1	1	2021
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 10:50	1	1	2021
11:15:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 12:21	1	1	2021
11:25:00	LYON	TRANSAVIA	TO4990	ATTERRI 11:19	1	1	2021
11:35:00	NICE	TUNISAIR	TU997	ATTERRI 11:26	1	1	2021
11:50:00	MISRATE	LIBYAN WINGS	YL880	ATTERRI 11:29	1	1	2021
12:10:00	BENGHAZI	BURAQ AIR	UZ141	ATTERRI 12:07	1	1	2021
12:20:00	STRASBOURG	NOUVEL AIR	BJ529	ATTERRI 12:02	1	1	2021
12:35:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 12:47	1	1	2021
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	1	1	2021
12:35:00	DUBAI	EMIRATES	EK747	ATTERRI 12:00	1	1	2021
13:35:00	DOHA	QATAR AIRWAYS	QR1399	ATTERRI 13:11	1	1	2021
13:55:00	MALTE	TUNISAIR EXPRESS	UG1301	ATTERRI 13:56	1	1	2021
13:55:00	FRANCFORT	TUNISAIR	TU745	ATTERRI 13:35	1	1	2021
14:00:00	PARIS ORLY	TRANSAVIA	TO4530	ATTERRI 14:01	1	1	2021
14:10:00	MUNICH	TUNISAIR	TU543	ATTERRI 14:08	1	1	2021
15:20:00	ISTANBUL	NOUVEL AIR	BJ651	ATTERRI 15:36	1	1	2021
15:35:00	DUSSELDORF	TUNISAIR	TU527	ATTERRI 16:24	1	1	2021
16:10:00	MITIGA	LIBYAN WINGS	YL820	ATTERRI 16:02	1	1	2021
16:30:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 16:39	1	1	2021
17:15:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:18	1	1	2021
18:00:00	PARIS CDG	NOUVEL AIR	BJ521	ATTERRI 17:58	1	1	2021
18:15:00	PARIS ORLY	TUNISAIR	TU719	ATTERRI 19:20	1	1	2021
18:35:00	ISTANBUL	TUNISAIR	TU215	ATTERRI 18:57	1	1	2021
18:40:00	PARIS CDG	AIR FRANCE	AF1284	ATTERRI 18:45	1	1	2021
18:45:00	PARIS ORLY	TRANSAVIA	TO4370	ATTERRI 18:20	1	1	2021
20:50:00	TOZEUR-NEFTA	TUNISAIR EXPRESS	UG031	ATTERRI 20:57	1	1	2021
21:50:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 21:14	1	1	2021
08:15:00	MITIGA	LYBIAN AIRLINES	LN302	ATTERRI 08:00	2	1	2021
08:40:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 08:35	2	1	2021
09:35:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 09:26	2	1	2021
09:35:00	PARIS ORLY	TRANSAVIA	TO4160	ATTERRI 09:31	2	1	2021
10:00:00	ISTANBUL	TURKISH AIRLINES	TK661	ATTERRI 10:00	2	1	2021
10:25:00	JEDDAH	SAUDI ARAB	SV3365	ATTERRI 10:29	2	1	2021
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 11:16	2	1	2021
11:15:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 11:20	2	1	2021
12:10:00	BENGHAZI	BURAQ AIR	UZ141	ATTERRI 12:06	2	1	2021
12:35:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 14:11	2	1	2021
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	2	1	2021
13:15:00	GENEVE	TUNISAIR	TU701	ATTERRI 12:57	2	1	2021
14:00:00	BRUXELLES	TUNISAIR	TU789	ATTERRI 13:57	2	1	2021
14:35:00	NICE	NOUVEL AIR	BJ535	ATTERRI 14:42	2	1	2021
14:50:00	PARIS ORLY	TUNISAIR	TU719	ATTERRI 14:29	2	1	2021
15:25:00	PARIS ORLY	TUNISAIR	TU721	ATTERRI 16:19	2	1	2021
16:10:00	MITIGA	LIBYAN WINGS	YL820	ATTERRI 15:49	2	1	2021
16:30:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 16:53	2	1	2021
17:15:00	CASABLANCA	ROYAL AIR MAROC	AT572	ATTERRI 16:59	2	1	2021
17:15:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:56	2	1	2021
17:55:00	ROME	ALITALIA	AZ866	ATTERRI 17:40	2	1	2021
18:00:00	PARIS CDG	NOUVEL AIR	BJ521	ATTERRI 17:53	2	1	2021
18:45:00	PARIS ORLY	TRANSAVIA	TO4370	ATTERRI 18:26	2	1	2021
18:45:00	NICE	TUNISAIR	TU997	ATTERRI 18:33	2	1	2021
19:15:00	LYON	TUNISAIR	TU861	ATTERRI 19:24	2	1	2021
19:40:00	NOUAKCHOTT	MAURITANIE AIRWAYS	L6116	ATTERRI 19:28	2	1	2021
20:55:00	TOULOUSE	TUNISAIR	TU283	ATTERRI 21:12	2	1	2021
21:25:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 21:21	2	1	2021
00:25:00	FRANCFORT	LUFTHANSA	LH1326	ATTERRI 00:49	3	1	2021
03:25:00	ISTANBUL	TUNISAIR	TU217	ATTERRI 03:07	3	1	2021
05:30:00	MONTREAL	TUNISAIR	TU203	ATTERRI 05:41	3	1	2021
08:05:00	LYON	TRANSAVIA	TO4990	ATTERRI 07:52	3	1	2021
08:40:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 08:19	3	1	2021
08:45:00	PARIS ORLY	TRANSAVIA	TO4530	ATTERRI 08:29	3	1	2021
08:50:00	MONTPELLIER	TRANSAVIA	TO4782	ATTERRI 08:24	3	1	2021
09:35:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 09:37	3	1	2021
10:00:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 10:14	3	1	2021
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 11:27	3	1	2021
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	3	1	2021
10:40:00	CASABLANCA	ROYAL AIR MAROC	AT570	ATTERRI 10:18	3	1	2021
11:15:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 11:56	3	1	2021
11:25:00	PARIS ORLY	TRANSAVIA	TO4160	ATTERRI 10:53	3	1	2021
11:35:00	NICE	TUNISAIR	TU997	ATTERRI 11:36	3	1	2021
12:35:00	DUBAI	EMIRATES	EK747	ATTERRI 12:44	3	1	2021
13:20:00	MILAN	TUNISAIR	TU757	ATTERRI 12:53	3	1	2021
13:30:00	TOZEUR-NEFTA	TUNISAIR EXPRESS	UG401	ATTERRI 13:57	3	1	2021
14:05:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 14:32	3	1	2021
14:05:00	GENEVE	TUNISAIR	TU701	ATTERRI 13:39	3	1	2021
15:15:00	LYON	NOUVEL AIR	BJ583	ATTERRI 15:04	3	1	2021
16:10:00	MITIGA	LIBYAN WINGS	YL820	ATTERRI 15:55	3	1	2021
16:15:00	ISTANBUL	TURKISH AIRLINES	TK663	ATTERRI 16:34	3	1	2021
16:30:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 21:24	3	1	2021
17:15:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:26	3	1	2021
17:55:00	ROME	ALITALIA	AZ866	ATTERRI 17:50	3	1	2021
18:00:00	PARIS CDG	NOUVEL AIR	BJ521	ATTERRI 18:10	3	1	2021
18:40:00	PARIS CDG	AIR FRANCE	AF1284	ATTERRI 18:49	3	1	2021
18:40:00	GENEVE	TUNISAIR	TU703	ATTERRI 18:54	3	1	2021
19:05:00	ISTANBUL	NOUVEL AIR	BJ651	ATTERRI 19:25	3	1	2021
19:30:00	LYON	TUNISAIR	TU861	ATTERRI 19:43	3	1	2021
19:30:00	PARIS ORLY	TUNISAIR	TU719	ATTERRI 19:27	3	1	2021
20:50:00	TOZEUR-NEFTA	TUNISAIR EXPRESS	UG031	ATTERRI 21:14	3	1	2021
22:10:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 21:27	3	1	2021
01:55:00	ISTANBUL	TUNISAIR	TU217	ATTERRI 02:18	4	1	2021
06:45:00	NOUAKCHOTT	TUNISAIR	TU564	ATTERRI 07:27	4	1	2021
08:15:00	MITIGA	LYBIAN AIRLINES	LN302	ATTERRI 08:50	4	1	2021
08:40:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 08:32	4	1	2021
09:00:00	NANTES	TRANSAVIA	TO4646	ATTERRI 08:58	4	1	2021
09:25:00	LYON	TRANSAVIA	TO4990	ATTERRI 09:01	4	1	2021
09:35:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 09:19	4	1	2021
09:50:00	JEDDAH	SAUDI ARAB	SV365	ATTERRI 10:08	4	1	2021
11:15:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 11:04	4	1	2021
11:55:00	FRANCFORT	LUFTHANSA	LH1322	ATTERRI 11:59	4	1	2021
12:10:00	BENGHAZI	BURAQ AIR	UZ141	ATTERRI 12:50	4	1	2021
12:20:00	STRASBOURG	NOUVEL AIR	BJ529	ATTERRI 12:23	4	1	2021
12:35:00	DUBAI	EMIRATES	EK747	ATTERRI 12:29	4	1	2021
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	4	1	2021
12:35:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 12:21	4	1	2021
12:55:00	LYON	TUNISAIR	TU861	ATTERRI 12:45	4	1	2021
13:05:00	BOLOGNE	TUNISAIR	TU363	ATTERRI 12:38	4	1	2021
13:35:00	DOHA	QATAR AIRWAYS	QR1399	ATTERRI 13:34	4	1	2021
13:35:00	NICE	NOUVEL AIR	BJ535	ATTERRI 13:00	4	1	2021
13:55:00	FRANCFORT	TUNISAIR	TU745	ATTERRI 13:37	4	1	2021
14:00:00	ISTANBUL	TUNISAIR	TU215	ATTERRI 14:40	4	1	2021
16:10:00	MITIGA	LIBYAN WINGS	YL820	ATTERRI 16:02	4	1	2021
16:15:00	ISTANBUL	TURKISH AIRLINES	TK663	ATTERRI 16:26	4	1	2021
16:30:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 16:51	4	1	2021
17:15:00	CASABLANCA	ROYAL AIR MAROC	AT572	ATTERRI 16:45	4	1	2021
17:15:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:22	4	1	2021
17:20:00	PARIS ORLY	TRANSAVIA	TO4530	ATTERRI 17:12	4	1	2021
17:45:00	MARSEILLE	NOUVEL AIR	BJ573	ATTERRI 17:37	4	1	2021
17:55:00	ROME	ALITALIA	AZ866	ATTERRI 17:39	4	1	2021
18:40:00	PARIS CDG	AIR FRANCE	AF1284	ATTERRI 18:44	4	1	2021
18:45:00	PARIS ORLY	TRANSAVIA	TO4370	ATTERRI 18:24	4	1	2021
18:45:00	NICE	TUNISAIR	TU997	ATTERRI 18:47	4	1	2021
19:15:00	ISTANBUL	NOUVEL AIR	BJ651	ATTERRI 18:54	4	1	2021
19:30:00	MUNICH	TUNISAIR	TU543	ATTERRI 19:09	4	1	2021
20:20:00	DUSSELDORF	TUNISAIR	TU527	ATTERRI 20:24	4	1	2021
20:35:00	TOULOUSE	TUNISAIR	TU283	ATTERRI 20:51	4	1	2021
21:15:00	PARIS CDG	NOUVEL AIR	BJ511	ATTERRI 21:02	4	1	2021
21:20:00	STRASBOURG	TUNISAIR	TU247	ATTERRI 20:56	4	1	2021
21:25:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 21:34	4	1	2021
07:55:00	LYON	TRANSAVIA	TO4990	ATTERRI 07:48	5	1	2021
08:15:00	MITIGA	LYBIAN AIRLINES	LN302	ATTERRI 08:35	5	1	2021
08:40:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 09:53	5	1	2021
09:05:00	PARIS ORLY	TRANSAVIA	TO4530	ATTERRI 08:38	5	1	2021
09:35:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 09:40	5	1	2021
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 11:01	5	1	2021
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	5	1	2021
11:15:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 10:56	5	1	2021
12:35:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 13:06	5	1	2021
15:15:00	LYON	NOUVEL AIR	BJ547	ATTERRI 15:00	5	1	2021
16:10:00	MITIGA	LIBYAN WINGS	YL820	ATTERRI 16:16	5	1	2021
16:30:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 16:59	5	1	2021
17:15:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:39	5	1	2021
18:15:00	PARIS CDG	NOUVEL AIR	BJ511	ATTERRI 19:11	5	1	2021
18:45:00	PARIS ORLY	TRANSAVIA	TO4370	ATTERRI 18:31	5	1	2021
21:25:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 21:19	5	1	2021
08:40:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 08:38	6	1	2021
09:35:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 09:35	6	1	2021
10:00:00	ISTANBUL	TURKISH AIRLINES	TK661	ATTERRI 09:57	6	1	2021
10:50:00	CASABLANCA	ROYAL AIR MAROC	AT570	ATTERRI 10:24	6	1	2021
12:00:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 11:33	6	1	2021
12:35:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 12:22	6	1	2021
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	6	1	2021
12:35:00	DUBAI	EMIRATES	EK747	ATTERRI 12:33	6	1	2021
12:55:00	LYON	TUNISAIR	TU861	ATTERRI 12:34	6	1	2021
13:35:00	DOHA	QATAR AIRWAYS	QR1399	ATTERRI 13:37	6	1	2021
13:55:00	FRANCFORT	TUNISAIR	TU745	ATTERRI 13:41	6	1	2021
13:55:00	MALTE	TUNISAIR EXPRESS	UG1301	ATTERRI 13:30	6	1	2021
16:10:00	MITIGA	LIBYAN WINGS	YL820	ATTERRI 16:00	6	1	2021
16:30:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 17:07	6	1	2021
17:15:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:11	6	1	2021
17:55:00	ROME	ALITALIA	AZ866	ATTERRI 17:50	6	1	2021
18:15:00	PARIS CDG	NOUVEL AIR	BJ511	ATTERRI 18:06	6	1	2021
20:20:00	DUSSELDORF	TUNISAIR	TU527	ATTERRI 20:11	6	1	2021
21:25:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 21:34	6	1	2021
00:25:00	FRANCFORT	TURKISH AIRLINES	TK1326	ATTERRI 00:37	7	1	2021
08:15:00	MITIGA	LYBIAN AIRLINES	LN302	ATTERRI 08:21	7	1	2021
08:40:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 08:44	7	1	2021
09:35:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 09:30	7	1	2021
10:00:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 09:55	7	1	2021
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 10:52	7	1	2021
11:15:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 11:44	7	1	2021
11:35:00	NICE	TUNISAIR	TU997	ATTERRI 14:20	7	1	2021
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	7	1	2021
12:25:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 12:51	7	1	2021
12:45:00	BOLOGNE	TUNISAIR	TU363	ATTERRI 12:43	7	1	2021
13:20:00	MILAN	TUNISAIR	TU757	ATTERRI 13:11	7	1	2021
13:30:00	PALERME	TUNISAIR EXPRESS	UG1759	ATTERRI 13:38	7	1	2021
14:30:00	LYON	NOUVEL AIR	BJ583	ATTERRI 14:16	7	1	2021
16:10:00	MITIGA	LIBYAN WINGS	YL820	ATTERRI 16:08	7	1	2021
16:15:00	ISTANBUL	TURKISH AIRLINES	TK663	ATTERRI 16:42	7	1	2021
16:30:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 16:57	7	1	2021
17:15:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:08	7	1	2021
17:20:00	CASABLANCA	ROYAL AIR MAROC	AT572	ATTERRI 16:39	7	1	2021
18:15:00	PARIS CDG	NOUVEL AIR	BJ521	ATTERRI 18:14	7	1	2021
19:15:00	LYON	TUNISAIR	TU861	ATTERRI 19:26	7	1	2021
19:45:00	ISTANBUL	NOUVEL AIR	BJ651	ATTERRI 19:47	7	1	2021
20:20:00	NANTES	TUNISAIR	TU209	ATTERRI 20:42	7	1	2021
20:35:00	TOULOUSE	TUNISAIR	TU283	ATTERRI 20:51	7	1	2021
21:25:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 22:46	7	1	2021
21:30:00	TOZEUR-NEFTA	TUNISAIR EXPRESS	UG031	ATTERRI 21:26	7	1	2021
06:45:00	NOUAKCHOTT	TUNISAIR	TU564	ATTERRI 06:36	8	1	2021
08:40:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 08:23	8	1	2021
09:25:00	LYON	TRANSAVIA	TO4990	ATTERRI 09:41	8	1	2021
09:35:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 09:23	8	1	2021
09:50:00	JEDDAH	SAUDI ARAB	SV365	ATTERRI 10:55	8	1	2021
10:00:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 09:52	8	1	2021
10:00:00	ISTANBUL	TURKISH AIRLINES	TK661	ATTERRI 10:10	8	1	2021
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 13:52	8	1	2021
10:40:00	CASABLANCA	ROYAL AIR MAROC	AT570	ATTERRI 10:19	8	1	2021
11:15:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 11:33	8	1	2021
11:35:00	NICE	TUNISAIR	TU997	ATTERRI 11:42	8	1	2021
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	8	1	2021
12:10:00	BENGHAZI	BURAQ AIR	UZ141	ATTERRI 12:32	8	1	2021
12:25:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 18:26	8	1	2021
12:35:00	DUBAI	EMIRATES	EK747	ATTERRI 12:51	8	1	2021
13:35:00	DOHA	QATAR AIRWAYS	QR1399	ATTERRI 13:27	8	1	2021
13:55:00	FRANCFORT	TUNISAIR	TU745	ATTERRI 13:39	8	1	2021
13:55:00	MALTE	TUNISAIR EXPRESS	UG1301	ATTERRI 14:08	8	1	2021
14:10:00	MUNICH	TUNISAIR	TU543	ATTERRI 14:38	8	1	2021
14:20:00	PARIS ORLY	TUNISAIR	TU441	ATTERRI 15:01	8	1	2021
15:20:00	ISTANBUL	NOUVEL AIR	BJ651	ATTERRI 15:31	8	1	2021
15:35:00	DUSSELDORF	TUNISAIR	TU527	ATTERRI 18:38	8	1	2021
16:10:00	MITIGA	LIBYAN WINGS	YL820	ATTERRI 15:51	8	1	2021
16:30:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 17:24	8	1	2021
17:15:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:17	8	1	2021
17:35:00	PARIS ORLY	TRANSAVIA	TO4530	ATTERRI 17:41	8	1	2021
17:55:00	ROME	ALITALIA	AZ866	ATTERRI 18:13	8	1	2021
19:30:00	TOZEUR-NEFTA	TUNISAIR EXPRESS	UG031	ATTERRI 20:44	8	1	2021
20:05:00	STRASBOURG	TUNISAIR	TU247	ATTERRI 22:17	8	1	2021
20:15:00	PARIS CDG	NOUVEL AIR	BJ521	ATTERRI 20:18	8	1	2021
22:10:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 22:46	8	1	2021
22:45:00	ISTANBUL	TUNISAIR	TU215	ATTERRI 02:57	8	1	2021
23:15:00	BORDEAUX	TUNISAIR	TU629	ATTERRI 23:10	8	1	2021
08:15:00	MITIGA	LYBIAN AIRLINES	LN302	ATTERRI 08:15	9	1	2021
08:40:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 08:26	9	1	2021
09:35:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 09:29	9	1	2021
10:00:00	ISTANBUL	TURKISH AIRLINES	TK661	ATTERRI 10:30	9	1	2021
10:00:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 10:17	9	1	2021
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 14:37	9	1	2021
11:15:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 11:36	9	1	2021
12:10:00	BENGHAZI	BURAQ AIR	UZ141	ATTERRI 12:18	9	1	2021
12:35:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 12:57	9	1	2021
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	9	1	2021
12:45:00	ROME	TUNISAIR	TU753	ATTERRI 12:40	9	1	2021
13:15:00	GENEVE	TUNISAIR	TU701	ATTERRI 13:20	9	1	2021
13:25:00	MILAN	TUNISAIR	TU757	ATTERRI 13:24	9	1	2021
13:30:00	PALERME	TUNISAIR EXPRESS	UG1759	ATTERRI 13:55	9	1	2021
14:00:00	BRUXELLES	TUNISAIR	TU789	ATTERRI 14:07	9	1	2021
14:35:00	NICE	NOUVEL AIR	BJ535	ATTERRI 14:41	9	1	2021
15:45:00	PARIS ORLY	TUNISAIR	TU721	ATTERRI 15:58	9	1	2021
16:10:00	MITIGA	LIBYAN WINGS	YL820	ATTERRI 16:05	9	1	2021
16:30:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 17:06	9	1	2021
17:15:00	CASABLANCA	ROYAL AIR MAROC	AT572	ATTERRI 16:51	9	1	2021
17:15:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:13	9	1	2021
17:50:00	PARIS ORLY	TUNISAIR	TU719	ATTERRI 18:26	9	1	2021
18:15:00	PARIS CDG	NOUVEL AIR	BJ521	ATTERRI 18:10	9	1	2021
18:45:00	NICE	TUNISAIR	TU997	ATTERRI 18:35	9	1	2021
19:15:00	LYON	TUNISAIR	TU861	ATTERRI 19:08	9	1	2021
20:35:00	TOULOUSE	TUNISAIR	TU283	ATTERRI 22:08	9	1	2021
21:25:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 21:25	9	1	2021
00:25:00	FRANCFORT	LUFTHANSA	LH1326	ATTERRI 00:43	10	1	2021
05:30:00	MONTREAL	TUNISAIR	TU203	ATTERRI 05:23	10	1	2021
08:40:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 08:16	10	1	2021
09:35:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 09:35	10	1	2021
09:50:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 09:55	10	1	2021
10:05:00	LYON	TRANSAVIA	TO4990	ATTERRI 10:20	10	1	2021
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 10:58	10	1	2021
10:50:00	CASABLANCA	ROYAL AIR MAROC	AT570	ATTERRI 10:12	10	1	2021
11:15:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 12:56	10	1	2021
11:35:00	NICE	TUNISAIR	TU997	ATTERRI 11:27	10	1	2021
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	10	1	2021
12:35:00	PARIS ORLY	TRANSAVIA	TO4160	ATTERRI 12:40	10	1	2021
12:35:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 16:43	10	1	2021
12:35:00	DUBAI	EMIRATES	EK747	ATTERRI 12:08	10	1	2021
13:20:00	MILAN	TUNISAIR	TU757	ATTERRI 13:38	10	1	2021
13:30:00	TOZEUR-NEFTA	TUNISAIR EXPRESS	UG031	ATTERRI 13:54	10	1	2021
14:05:00	GENEVE	TUNISAIR	TU701	ATTERRI 13:37	10	1	2021
15:15:00	LYON	NOUVEL AIR	BJ583	ATTERRI 14:57	10	1	2021
16:10:00	MITIGA	LIBYAN WINGS	YL820	ATTERRI 15:50	10	1	2021
16:15:00	ISTANBUL	TURKISH AIRLINES	TK663	ATTERRI 16:34	10	1	2021
16:30:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 16:46	10	1	2021
17:05:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:31	10	1	2021
17:55:00	ROME	ALITALIA	AZ866	ATTERRI 17:39	10	1	2021
18:15:00	PARIS CDG	NOUVEL AIR	BJ521	ATTERRI 18:20	10	1	2021
18:35:00	PARIS ORLY	TUNISAIR	TU719	ATTERRI 18:45	10	1	2021
18:40:00	PARIS CDG	AIR FRANCE	AF1284	ATTERRI 18:41	10	1	2021
19:05:00	ISTANBUL	NOUVEL AIR	BJ651	ATTERRI 19:30	10	1	2021
19:15:00	LYON	TUNISAIR	TU861	ATTERRI 19:33	10	1	2021
19:50:00	ISTANBUL	TUNISAIR	TU215	ATTERRI 02:12	10	1	2021
20:55:00	VIENNE	TUNISAIR	TU643	ATTERRI 02:00	10	1	2021
22:10:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 00:59	10	1	2021
08:15:00	MITIGA	LYBIAN AIRLINES	LN302	ATTERRI 08:13	11	1	2021
08:40:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 08:35	11	1	2021
08:45:00	PARIS ORLY	TRANSAVIA	TO4530	ATTERRI 08:56	11	1	2021
09:00:00	MISRATE	LIBYAN WINGS	YL880	ATTERRI 09:15	11	1	2021
09:35:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 10:18	11	1	2021
10:00:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 09:58	11	1	2021
11:15:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 11:41	11	1	2021
11:55:00	FRANCFORT	LUFTHANSA	LH1322	ATTERRI 12:31	11	1	2021
12:10:00	BENGHAZI	BURAQ AIR	UZ141	ATTERRI 12:48	11	1	2021
12:35:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 12:28	11	1	2021
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	11	1	2021
12:35:00	DUBAI	EMIRATES	EK747	ATTERRI 12:08	11	1	2021
12:55:00	LYON	TUNISAIR	TU861	ATTERRI 13:09	11	1	2021
13:35:00	DOHA	QATAR AIRWAYS	QR1399	ATTERRI 13:14	11	1	2021
13:35:00	NICE	NOUVEL AIR	BJ535	ATTERRI 13:23	11	1	2021
13:55:00	FRANCFORT	TUNISAIR	TU745	ATTERRI 13:48	11	1	2021
14:00:00	ISTANBUL	TUNISAIR	TU215	ATTERRI 14:13	11	1	2021
15:10:00	BOLOGNE	TUNISAIR	TU363	ATTERRI 16:11	11	1	2021
16:10:00	MITIGA	LIBYAN WINGS	YL820	ATTERRI 15:57	11	1	2021
16:15:00	ISTANBUL	TURKISH AIRLINES	TK663	ATTERRI 16:28	11	1	2021
16:30:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 16:50	11	1	2021
17:15:00	CASABLANCA	ROYAL AIR MAROC	AT572	ATTERRI 16:56	11	1	2021
