Heure Locale	Origine	Compagnie	N° de Vol	Statut	N° du jour	N° du mois	Année
08:30:00	PARIS CDG	EXPRESS AIR CARGO	7A111	ATTERRI 08:38	11	4	2022
08:50:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 08:35	11	4	2022
09:15:00	MITIGA	LIBYAN ARAB AIRLINES	LN302	ATTERRI 09:05	11	4	2022
09:35:00	JEDDAH	SAUDI ARABIAN AIRLINES	SV365	ATTERRI 09:41	11	4	2022
09:35:00	ROME	ITALIA TRANSPORTO AEREO	AZ864	ATTERRI 09:22	11	4	2022
09:35:00	JEDDAH	ETIHAD AIRWAYS	EY3403	ATTERRI 09:41	11	4	2022
09:50:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 09:50	11	4	2022
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	11	4	2022
09:55:00	MARSEILLE	INTAIRLINE	01117	ATTERRI 10:34	11	4	2022
10:10:00	ISTANBUL	TURKISH AIRLINES	TK661	ATTERRI 09:13	11	4	2022
10:25:00	FRANCFORT	LUFTHANSA PASSENGER	LH1322	ATTERRI 10:58	11	4	2022
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 10:54	11	4	2022
10:40:00	PARIS CDG	AIR FRANCE	AF1284	ATTERRI 10:36	11	4	2022
10:55:00	NICE	TUNISAIR	TU997	ATTERRI 10:25	11	4	2022
11:00:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 10:58	11	4	2022
12:00:00	BENGHAZI	TUNISAIR	TU418	ATTERRI 12:56	11	4	2022
12:25:00	LYON	TUNISAIR	TU751	ATTERRI 12:20	11	4	2022
12:35:00	AMMAN	ROYAL JORDANIAN AIRLINES	RJ551	ATTERRI 12:15	11	4	2022
12:50:00	NICE	NOUVEL AIR	BJ787	ATTERRI 13:12	11	4	2022
13:00:00	PARIS CDG	NOUVEL AIR	BJ511	ATTERRI 13:05	11	4	2022
13:15:00	ISTANBUL	NOUVEL AIR	BJ641	ATTERRI 13:27	11	4	2022
13:35:00	DOHA	QATAR AIRWAYS	QR1399	ATTERRI 14:01	11	4	2022
14:05:00	PARIS ORLY	TUNISAIR	TU719	ATTERRI 14:01	11	4	2022
14:30:00	MITIGA	LIBYAN WINGS	YL810	ATTERRI 14:16	11	4	2022
16:15:00	ALGER	TUNISAIR	TU375	ATTERRI 16:43	11	4	2022
16:20:00	MARSEILLE	TUNISAIR	TU903	ATTERRI 16:01	11	4	2022
16:20:00	MITIGA	TUNISAIR	TU404	ATTERRI 17:11	11	4	2022
16:55:00	CASABLANCA	ROYAL AIR MAROC	AT572	ATTERRI 16:46	11	4	2022
17:25:00	GENEVE	TUNISAIR	TU701	ATTERRI 17:06	11	4	2022
17:45:00	PARIS ORLY	TRANSAVIA FRANCE	TO8074	ATTERRI 17:40	11	4	2022
18:00:00	STRASBOURG	TUNISAIR	TU247	ATTERRI 17:56	11	4	2022
18:10:00	ALGER	AIR ALGERIE	AH4002	ATTERRI 18:10	11	4	2022
18:40:00	BENGHAZI	AFRIQIYAH AIRWAYS	8U452	ATTERRI 18:47	11	4	2022
18:55:00	JEDDAH	NOUVEL AIR	BJ4073	ATTERRI 21:50	11	4	2022
19:00:00	MUNICH	TUNISAIR	TU543	ATTERRI 18:56	11	4	2022
19:05:00	MITIGA	AFRIQIYAH AIRWAYS	8U454	ATTERRI 01:01	11	4	2022
20:40:00	STRASBOURG	NOUVEL AIR	BJ577	ATTERRI 20:48	11	4	2022
21:30:00	DUESSELDORF	TUNISAIR	TU527	ATTERRI 21:30	11	4	2022
22:05:00	DJERBA	TUNISAIR	TU9001	ATTERRI 22:07	11	4	2022
23:15:00	PARIS ORLY	TUNISAIR	TU725	ATTERRI 23:42	11	4	2022
23:35:00	FRANCFORT	LUFTHANSA PASSENGER	LH1326	ATTERRI 23:26	11	4	2022
00:40:00	ISTANBUL	TUNISAIR	TU217	ATTERRI 00:46	12	4	2022
01:15:00	COLOGNE	EUROWINGS	EW382	ATTERRI 01:05	12	4	2022
03:00:00	JEDDAH	NOUVEL AIR	BJ4329	ATTERRI 03:52	12	4	2022
07:20:00	JEDDAH	TUNISAIR	TU1714	ATTERRI 07:20	12	4	2022
07:25:00	NANTES	TRANSAVIA FRANCE	TO9960	ATTERRI 07:22	12	4	2022
07:35:00	PARIS ORLY	TRANSAVIA FRANCE	TO3772	ATTERRI 07:33	12	4	2022
07:40:00	PARIS CDG	EXPRESS AIR CARGO	7A111	ATTERRI 07:54	12	4	2022
08:30:00	ALGER	AIR ALGERIE	AH4000	ATTERRI 08:27	12	4	2022
08:50:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 08:38	12	4	2022
09:15:00	MITIGA	LIBYAN ARAB AIRLINES	LN302	ATTERRI 10:06	12	4	2022
09:15:00	ISTANBUL	TURKISH AIRLINES	TK661	ATTERRI 09:02	12	4	2022
09:35:00	JEDDAH	SAUDI ARABIAN AIRLINES	SV365	ATTERRI 09:47	12	4	2022
09:35:00	JEDDAH	ETIHAD AIRWAYS	EY3403	ATTERRI 09:47	12	4	2022
09:50:00	BENGHAZI	BERNIQ AIRWAYS	NB101	ATTERRI 09:22	12	4	2022
09:50:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 09:55	12	4	2022
09:55:00	MARSEILLE	INTAIRLINE	01117	ATTERRI 09:52	12	4	2022
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	12	4	2022
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 10:40	12	4	2022
10:40:00	PARIS CDG	AIR FRANCE	AF1284	ATTERRI 11:25	12	4	2022
11:35:00	ROME	TUNISAIR	TU753	ATTERRI 11:30	12	4	2022
12:10:00	LYON	NOUVEL AIR	BJ599	ATTERRI 13:04	12	4	2022
12:25:00	LYON	TUNISAIR	TU751	ATTERRI 12:20	12	4	2022
12:35:00	MILAN	TUNISAIR	TU757	ATTERRI 12:30	12	4	2022
12:45:00	VIENNE	TUNISAIR	TU643	ATTERRI 12:45	12	4	2022
13:00:00	PARIS CDG	NOUVEL AIR	BJ511	ATTERRI 13:04	12	4	2022
13:35:00	DOHA	QATAR AIRWAYS	QR1399	ATTERRI 14:07	12	4	2022
13:55:00	MISRATE	LIBYAN ARAB AIRLINES	LN300	ATTERRI 14:25	12	4	2022
14:00:00	BRUXELLES	TUNISAIR	TU789	ATTERRI 14:00	12	4	2022
14:05:00	PARIS ORLY	TUNISAIR	TU719	ATTERRI 14:00	12	4	2022
14:10:00	CASABLANCA	TUNISAIR	TU712	ATTERRI 14:11	12	4	2022
14:20:00	DJERBA	TUNISAIR EXPRESS	UG227	ATTERRI 12:38	12	4	2022
14:25:00	MARSEILLE	TRANSAVIA FRANCE	TO8040	ATTERRI 14:45	12	4	2022
14:30:00	MITIGA	LIBYAN WINGS	YL810	ATTERRI 14:25	12	4	2022
15:40:00	ISTANBUL	TUNISAIR	TU215	ATTERRI 15:31	12	4	2022
16:15:00	SFAX - THYNA	TUNISAIR EXPRESS	UG021	ANNULE	12	4	2022
16:15:00	ALGER	TUNISAIR	TU375	ATTERRI 15:56	12	4	2022
17:30:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:21	12	4	2022
17:55:00	MARSEILLE	TUNISAIR	TU903	ATTERRI 18:00	12	4	2022
17:55:00	ALGER	EMIRATES AIRLINE	EK758	ATTERRI 18:11	12	4	2022
18:55:00	GENEVE	TUNISAIR	TU701	ATTERRI 18:46	12	4	2022
19:10:00	MEDINE	NOUVEL AIR	BJ4019	ATTERRI 21:20	12	4	2022
20:25:00	JEDDAH	NOUVEL AIR	BJ4337	ATTERRI 20:36	12	4	2022
20:50:00	LONDON LHR.	TUNISAIR	TU791	ATTERRI 20:48	12	4	2022
21:35:00	NICE	TUNISAIR	TU999	ATTERRI 22:52	12	4	2022
21:55:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 21:56	12	4	2022
22:25:00	LONDON GATWICK	NOUVEL AIR	BJ845	ATTERRI 22:13	12	4	2022
23:00:00	DJERBA	TUNISAIR	TU9055	ATTERRI 22:57	12	4	2022
00:30:00	MONASTIR	TUNISAIR	TU9044	ATTERRI 00:27	13	4	2022
03:30:00	BAMAKO	TUNISAIR	TU395	ATTERRI 03:41	13	4	2022
06:05:00	NIAMEY	TUNISAIR	TU399	ATTERRI 05:53	13	4	2022
07:20:00	JEDDAH	TUNISAIR	TU1714	ATTERRI 07:21	13	4	2022
07:40:00	PARIS CDG	EXPRESS AIR CARGO	7A111	ATTERRI 08:02	13	4	2022
08:10:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 08:23	13	4	2022
09:15:00	ISTANBUL	TURKISH AIRLINES	TK661	ATTERRI 09:15	13	4	2022
09:35:00	JEDDAH	SAUDI ARABIAN AIRLINES	SV365	ATTERRI 09:58	13	4	2022
09:35:00	ROME	ITALIA TRANSPORTO AEREO	AZ864	ATTERRI 09:48	13	4	2022
09:35:00	JEDDAH	ETIHAD AIRWAYS	EY3403	ATTERRI 09:58	13	4	2022
09:50:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 09:45	13	4	2022
09:55:00	MARSEILLE	INTAIRLINE	01117	ATTERRI 10:05	13	4	2022
10:25:00	PARIS ORLY	TRANSAVIA FRANCE	TO4074	ATTERRI 10:27	13	4	2022
10:30:00	FRANCFORT	LUFTHANSA PASSENGER	LH1322	ATTERRI 10:31	13	4	2022
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 11:10	13	4	2022
10:40:00	PARIS CDG	AIR FRANCE	AF1284	ATTERRI 10:45	13	4	2022
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	13	4	2022
10:50:00	CASABLANCA	ROYAL AIR MAROC	AT570	ATTERRI 10:47	13	4	2022
11:00:00	NICE	TUNISAIR	TU997	ATTERRI 13:20	13	4	2022
11:00:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 11:00	13	4	2022
11:50:00	DUBAI	EMIRATES AIRLINE	EK747	ATTERRI 12:02	13	4	2022
11:50:00	DUBAI	TUNISAIR	TU147	ATTERRI 12:02	13	4	2022
12:05:00	BOLOGNE	TUNISAIR	TU363	ATTERRI 11:40	13	4	2022
12:25:00	LYON	TUNISAIR	TU751	ATTERRI 12:20	13	4	2022
12:35:00	MILAN	TUNISAIR	TU757	ATTERRI 12:45	13	4	2022
12:35:00	AMMAN	ROYAL JORDANIAN AIRLINES	RJ551	ATTERRI 12:56	13	4	2022
12:45:00	PARIS CDG	NOUVEL AIR	BJ511	ATTERRI 13:04	13	4	2022
13:30:00	PARIS ORLY	TUNISAIR	TU719	ATTERRI 13:26	13	4	2022
13:30:00	MALTE	TUNISAIR EXPRESS	UG1301	ATTERRI 13:36	13	4	2022
13:35:00	DOHA	QATAR AIRWAYS	QR1399	ATTERRI 14:01	13	4	2022
13:50:00	FRANCFORT	TUNISAIR	TU745	ATTERRI 14:16	13	4	2022
14:30:00	MITIGA	LIBYAN WINGS	YL810	ATTERRI 14:26	13	4	2022
15:45:00	ALGER	TUNISAIR	TU375	ATTERRI 17:40	13	4	2022
16:30:00	CASABLANCA	TUNISAIR	TU8278	ATTERRI 19:31	13	4	2022
16:55:00	MITIGA	TUNISAIR	TU404	ATTERRI 17:06	13	4	2022
17:05:00	MITIGA	EXPRESS AIR CARGO	7A9014	ATTERRI 18:00	13	4	2022
17:30:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:45	13	4	2022
17:45:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 18:03	13	4	2022
17:45:00	TOULOUSE	TUNISAIR	TU283	ATTERRI 19:08	13	4	2022
18:10:00	ALGER	AIR ALGERIE	AH4002	ATTERRI 18:13	13	4	2022
19:45:00	NOUAKCHOTT	MAURITANIA AIRLINES	L6116	ATTERRI 19:51	13	4	2022
20:40:00	ALGER	TUNISAIR	TU8289	ATTERRI 23:07	13	4	2022
21:20:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 22:15	13	4	2022
21:30:00	DUESSELDORF	TUNISAIR	TU527	ATTERRI 22:26	13	4	2022
22:15:00	TUNIS CARTHAGE	MAURITANIA AIRLINES	L6117	ATTERRI 22:15	13	4	2022
23:15:00	MITIGA	LIBYAN ARAB AIRLINES	LN304	ATTERRI 23:35	13	4	2022
23:35:00	FRANCFORT	LUFTHANSA PASSENGER	LH1326	ATTERRI 23:46	13	4	2022
23:40:00	MEDINE	NOUVEL AIR	BJ4665	ATTERRI 01:01	13	4	2022
00:40:00	MADRID	AIR EUROPA	UX1115	ATTERRI 00:40	14	4	2022
06:55:00	LYON	TRANSAVIA FRANCE	TO9870	ATTERRI 06:43	14	4	2022
07:20:00	JEDDAH	TUNISAIR	TU1914	ATTERRI 07:53	14	4	2022
07:40:00	PARIS CDG	EXPRESS AIR CARGO	7A111	ATTERRI 07:41	14	4	2022
07:55:00	PARIS ORLY	TRANSAVIA FRANCE	TO4074	ATTERRI 08:06	14	4	2022
08:30:00	ALGER	AIR ALGERIE	AH4000	ATTERRI 08:54	14	4	2022
08:35:00	CHARLEROI	TUI FLY	TB2741	ATTERRI 08:46	14	4	2022
09:15:00	MITIGA	LIBYAN ARAB AIRLINES	LN302	ATTERRI 09:05	14	4	2022
09:15:00	ISTANBUL	TURKISH AIRLINES	TK661	ATTERRI 09:13	14	4	2022
09:35:00	ROME	ITALIA TRANSPORTO AEREO	AZ864	ATTERRI 09:53	14	4	2022
09:35:00	JEDDAH	ETIHAD AIRWAYS	EY3403	ATTERRI 10:38	14	4	2022
09:35:00	JEDDAH	SAUDI ARABIAN AIRLINES	SV365	ATTERRI 10:38	14	4	2022
09:50:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 09:40	14	4	2022
09:55:00	MARSEILLE	INTAIRLINE	01117	ATTERRI 11:03	14	4	2022
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 10:50	14	4	2022
10:35:00	PARIS CDG	AIR FRANCE	AF1284	ATTERRI 10:39	14	4	2022
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	14	4	2022
12:00:00	BENGHAZI	TUNISAIR	TU418	ATTERRI 12:09	14	4	2022
12:05:00	LUXEMBOURG	LUXAIR	LG133	ATTERRI 12:00	14	4	2022
12:25:00	LYON	TUNISAIR	TU751	ATTERRI 12:35	14	4	2022
12:35:00	MILAN	TUNISAIR	TU757	ATTERRI 12:35	14	4	2022
12:40:00	LYON	NOUVEL AIR	BJ599	ATTERRI 12:47	14	4	2022
13:15:00	PALERME	TUNISAIR EXPRESS	UG1759	ATTERRI 13:34	14	4	2022
13:20:00	SFAX - THYNA	TUNISAIR EXPRESS	UG021	ATTERRI 13:13	14	4	2022
13:40:00	DOHA	QATAR AIRWAYS	QR1399	ATTERRI 13:31	14	4	2022
13:50:00	MISRATE	LIBYAN ARAB AIRLINES	LN300	ATTERRI 14:36	14	4	2022
14:00:00	BRUXELLES	TUNISAIR	TU789	ATTERRI 15:31	14	4	2022
14:05:00	PARIS ORLY	TUNISAIR	TU719	ATTERRI 14:15	14	4	2022
14:10:00	CASABLANCA	TUNISAIR	TU712	ATTERRI 14:25	14	4	2022
14:30:00	MITIGA	LIBYAN WINGS	YL810	ATTERRI 14:25	14	4	2022
14:50:00	MISRATE	AFRIQIYAH AIRWAYS	8U490	ATTERRI 18:36	14	4	2022
15:40:00	ISTANBUL	TUNISAIR	TU215	ATTERRI 15:46	14	4	2022
15:45:00	ALGER	TUNISAIR	TU375	ATTERRI 16:06	14	4	2022
16:15:00	MITIGA	TUNISAIR	TU404	ATTERRI 16:51	14	4	2022
17:30:00	MEDINE	NOUVEL AIR	BJ4663	ATTERRI 18:16	14	4	2022
17:30:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:40	14	4	2022
17:45:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 17:48	14	4	2022
17:55:00	ALGER	EMIRATES AIRLINE	EK758	ATTERRI 17:50	14	4	2022
18:40:00	BENGHAZI	AFRIQIYAH AIRWAYS	8U452	ATTERRI 01:36	14	4	2022
18:55:00	GENEVE	TUNISAIR	TU701	ATTERRI 19:26	14	4	2022
19:05:00	MITIGA	AFRIQIYAH AIRWAYS	8U454	ATTERRI 01:14	14	4	2022
21:05:00	MITIGA	TUNISAIR	TU404	ATTERRI 21:15	14	4	2022
21:20:00	LONDON STANSTED	TUNISAIR	TU793	ATTERRI 21:36	14	4	2022
21:30:00	PARIS CDG	NOUVEL AIR	BJ521	ATTERRI 22:02	14	4	2022
22:00:00	ISTANBUL	TURKISH AIRLINES	TK6335	ATTERRI 22:27	14	4	2022
23:15:00	PARIS ORLY	TUNISAIR	TU725	ATTERRI 23:31	14	4	2022
23:35:00	FRANCFORT	LUFTHANSA PASSENGER	LH1326	ATTERRI 23:56	14	4	2022
05:05:00	NOUAKCHOTT	TUNISAIR	TU564	ATTERRI 05:27	15	4	2022
07:10:00	JEDDAH	TUNISAIR	TU1714	ATTERRI 06:56	15	4	2022
07:25:00	NANTES	TRANSAVIA FRANCE	TO9960	ATTERRI 07:20	15	4	2022
07:40:00	PARIS CDG	EXPRESS AIR CARGO	7A111	ATTERRI 07:33	15	4	2022
08:10:00	MITIGA	LIBYAN WINGS	YL800	ATTERRI 08:27	15	4	2022
08:15:00	PARIS ORLY	TRANSAVIA FRANCE	TO4074	ATTERRI 08:13	15	4	2022
08:50:00	PARIS CDG	AIR FRANCE	AF1084	ATTERRI 08:40	15	4	2022
09:15:00	MITIGA	LIBYAN ARAB AIRLINES	LN302	ATTERRI 09:20	15	4	2022
09:15:00	ISTANBUL	TURKISH AIRLINES	TK661	ATTERRI 09:12	15	4	2022
09:35:00	ROME	ITALIA TRANSPORTO AEREO	AZ864	ATTERRI 09:45	15	4	2022
09:40:00	JEDDAH	SAUDI ARABIAN AIRLINES	SV365	ATTERRI 09:38	15	4	2022
09:40:00	JEDDAH	ETIHAD AIRWAYS	EY3403	ATTERRI 09:38	15	4	2022
09:50:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 09:40	15	4	2022
09:55:00	MARSEILLE	INTAIRLINE	01117	ATTERRI 10:26	15	4	2022
10:10:00	BENGHAZI	BERNIQ AIRWAYS	NB101	ATTERRI 09:10	15	4	2022
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 10:55	15	4	2022
10:40:00	PARIS CDG	AIR FRANCE	AF1284	ATTERRI 10:41	15	4	2022
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	15	4	2022
10:50:00	CASABLANCA	ROYAL AIR MAROC	AT570	ATTERRI 10:10	15	4	2022
11:00:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 11:00	15	4	2022
11:20:00	STRASBOURG	NOUVEL AIR	BJ577	ATTERRI 13:03	15	4	2022
11:40:00	ROME	TUNISAIR	TU753	ATTERRI 11:30	15	4	2022
11:45:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 11:50	15	4	2022
11:55:00	DUBAI	TUNISAIR	TU147	ATTERRI 12:12	15	4	2022
11:55:00	DUBAI	EMIRATES AIRLINE	EK747	ATTERRI 12:12	15	4	2022
12:35:00	MILAN	TUNISAIR	TU757	ATTERRI 12:36	15	4	2022
12:35:00	AMMAN	ROYAL JORDANIAN AIRLINES	RJ551	ATTERRI 12:35	15	4	2022
12:50:00	TOULOUSE	TUNISAIR	TU283	ATTERRI 12:45	15	4	2022
13:20:00	FRANCFORT	TUNISAIR	TU745	ATTERRI 13:55	15	4	2022
13:35:00	DOHA	QATAR AIRWAYS	QR1399	ATTERRI 13:42	15	4	2022
13:35:00	PARIS CDG	NOUVEL AIR	BJ511	ATTERRI 13:33	15	4	2022
13:55:00	DJERBA	NOUVEL AIR	BJ396	ATTERRI 13:37	15	4	2022
14:00:00	BRUXELLES	TUNISAIR	TU789	ATTERRI 14:00	15	4	2022
14:05:00	PARIS ORLY	TUNISAIR	TU719	ATTERRI 14:25	15	4	2022
14:30:00	MITIGA	LIBYAN WINGS	YL810	ATTERRI 14:15	15	4	2022
14:45:00	BENGHAZI	LIBYAN ARAB AIRLINES	LN306	ATTERRI 15:25	15	4	2022
14:50:00	NAPOLI CAPODI	TUNISAIR EXPRESS	UG1731	ATTERRI 14:40	15	4	2022
15:50:00	MALTE	TUNISAIR EXPRESS	UG1301	ATTERRI 15:44	15	4	2022
16:00:00	ISTANBUL	TURKISH AIRLINES	TK663	ATTERRI 15:58	15	4	2022
16:55:00	ISTANBUL	NOUVEL AIR	BJ641	ATTERRI 21:04	15	4	2022
17:00:00	ALGER	AIR ALGERIE	AH4002	ATTERRI 18:10	15	4	2022
17:10:00	MUNICH	TUNISAIR	TU543	ATTERRI 17:31	15	4	2022
17:10:00	MARSEILLE	TUNISAIR	TU903A	ATTERRI 17:10	15	4	2022
18:00:00	STRASBOURG	TUNISAIR	TU247	ATTERRI 17:54	15	4	2022
18:00:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:30	15	4	2022
18:25:00	LYON	TUNISAIR	TU851	ATTERRI 19:00	15	4	2022
18:50:00	TUNIS CARTHAGE	NOUVEL AIR	BJ039	ANNULE	15	4	2022
19:00:00	GENEVE	TUNISAIR	TU701	ATTERRI 18:46	15	4	2022
19:20:00	TOZEUR - NEFTA	TUNISAIR EXPRESS	UG031	ATTERRI 19:15	15	4	2022
20:15:00	BRUXELLES	NOUVEL AIR	BJ397	ATTERRI 20:39	15	4	2022
21:25:00	PARIS CDG	NOUVEL AIR	BJ521	ATTERRI 21:22	15	4	2022
21:25:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 21:26	15	4	2022
21:30:00	DUESSELDORF	TUNISAIR	TU527	ATTERRI 21:38	15	4	2022
22:30:00	NICE	TUNISAIR	TU999	ATTERRI 22:58	15	4	2022
23:35:00	FRANCFORT	LUFTHANSA PASSENGER	LH1326	ATTERRI 23:36	15	4	2022
00:45:00	BORDEAUX	TUNISAIR	TU629	ATTERRI 00:51	16	4	2022
01:15:00	COLOGNE	EUROWINGS	EW382	ATTERRI 01:19	16	4	2022
03:25:00	ALGER	NOUVEL AIR	BJ4341	ATTERRI 04:15	16	4	2022
07:20:00	JEDDAH	TUNISAIR	TU1714	ATTERRI 07:01	16	4	2022
07:30:00	MONTPELLIER	TRANSAVIA FRANCE	TO9990	ATTERRI 07:13	16	4	2022
08:30:00	ALGER	AIR ALGERIE	AH4000	ATTERRI 08:16	16	4	2022
09:15:00	ISTANBUL	TURKISH AIRLINES	TK661	ATTERRI 08:56	16	4	2022
09:35:00	JEDDAH	SAUDI ARABIAN AIRLINES	SV365	ATTERRI 10:03	16	4	2022
09:35:00	ROME	ITALIA TRANSPORTO AEREO	AZ864	ATTERRI 09:22	16	4	2022
09:35:00	JEDDAH	ETIHAD AIRWAYS	EY3403	ATTERRI 10:03	16	4	2022
09:45:00	CONSTANTINE	TUNISAIR EXPRESS	UG1361	ATTERRI 10:41	16	4	2022
09:50:00	DJERBA	TUNISAIR EXPRESS	UG003	ATTERRI 09:47	16	4	2022
10:30:00	FRANCFORT	LUFTHANSA PASSENGER	LH1322	ATTERRI 10:26	16	4	2022
10:35:00	LE CAIRE	EGYPT AIR	MS843	ATTERRI 11:11	16	4	2022
10:40:00	PARIS CDG	AIR FRANCE	AF1284	ATTERRI 10:53	16	4	2022
10:50:00	NICE	TUNISAIR	TU997	ATTERRI 10:50	16	4	2022
10:55:00	MARSEILLE	TUNISAIR	TU931	ATTERRI 10:51	16	4	2022
11:30:00	NANTES	NOUVEL AIR	BJ523	ATTERRI 11:18	16	4	2022
00:00:00	ZLHFFJJEDF564FFD	DJHD5DGSDG54GE	ZZZ999	102.159.152.111	16	4	2022
11:45:00	PARIS ORLY	TUNISAIR	TU717	ATTERRI 11:31	16	4	2022
11:55:00	PARIS ORLY	TRANSAVIA FRANCE	TO3772	ATTERRI 11:47	16	4	2022
12:00:00	DUBAI	EMIRATES AIRLINE	EK747	ATTERRI 11:51	16	4	2022
12:00:00	DUBAI	TUNISAIR	TU147	ATTERRI 11:51	16	4	2022
12:05:00	BOLOGNE	TUNISAIR	TU363	ATTERRI 15:17	16	4	2022
12:15:00	CAGLIARI ELMAS	TUNISAIR EXPRESS	UG1031	ATTERRI 13:44	16	4	2022
12:25:00	LYON	TUNISAIR	TU751	ATTERRI 12:21	16	4	2022
12:35:00	MILAN	TUNISAIR	TU757	ATTERRI 12:51	16	4	2022
12:45:00	TUNIS CARTHAGE	NOUVEL AIR	BJ079F	ATTERRI 13:29	16	4	2022
13:00:00	DJERBA	NOUVEL AIR	BJ034F	ATTERRI 14:00	16	4	2022
13:15:00	PALERME	TUNISAIR EXPRESS	UG1759	ATTERRI 13:41	16	4	2022
13:35:00	DOHA	QATAR AIRWAYS	QR1399	ATTERRI 13:27	16	4	2022
14:00:00	BRUXELLES	TUNISAIR	TU789	ATTERRI 14:21	16	4	2022
14:05:00	PARIS ORLY	TUNISAIR	TU719	ATTERRI 14:28	16	4	2022
14:25:00	MARSEILLE	TRANSAVIA FRANCE	TO8040	ATTERRI 14:33	16	4	2022
14:30:00	MITIGA	LIBYAN WINGS	YL810	ATTERRI 14:22	16	4	2022
15:45:00	ALGER	TUNISAIR	TU375	ATTERRI 15:33	16	4	2022
16:00:00	ISTANBUL	TURKISH AIRLINES	TK663	ATTERRI 15:44	16	4	2022
16:30:00	MUNICH	LUFTHANSA PASSENGER	LH1744	ATTERRI 16:44	16	4	2022
16:55:00	MARSEILLE	TUNISAIR	TU903	ATTERRI 16:40	16	4	2022
16:55:00	CASABLANCA	ROYAL AIR MAROC	AT572	ATTERRI 16:50	16	4	2022
17:25:00	TOULOUSE	NOUVEL AIR	BJ515	ATTERRI 17:28	16	4	2022
17:30:00	DJERBA	TUNISAIR EXPRESS	UG009	ATTERRI 17:33	16	4	2022
17:45:00	PARIS ORLY	TRANSAVIA FRANCE	TO8074	ATTERRI 17:41	16	4	2022
17:45:00	PARIS CDG	AIR FRANCE	AF1184	ATTERRI 18:11	16	4	2022
17:55:00	MONASTIR	NOUVEL AIR	BJ038F	ATTERRI 18:30	16	4	2022
18:25:00	LYON	TUNISAIR	TU851	ATTERRI 18:35	16	4	2022
18:55:00	GENEVE	TUNISAIR	TU701	ATTERRI 20:43	16	4	2022
20:25:00	PARIS CDG	NOUVEL AIR	BJ511	ATTERRI 20:30	16	4	2022
20:50:00	LONDON LHR.	TUNISAIR	TU791	ATTERRI 20:37	16	4	2022
21:35:00	NICE	TUNISAIR	TU999	ATTERRI 21:06	16	4	2022
21:55:00	PARIS ORLY	TUNISAIR	TU723	ATTERRI 22:24	16	4	2022
22:35:00	LONDON GATWICK	NOUVEL AIR	BJ845	ATTERRI 22:58	16	4	2022
23:15:00	MITIGA	LIBYAN ARAB AIRLINES	LN304	ATTERRI 23:15	16	4	2022
23:35:00	FRANCFORT	LUFTHANSA PASSENGER	LH1326	ATTERRI 23:25	16	4	2022
23:40:00	LYON	NOUVEL AIR	BJ599	ATTERRI 23:33	16	4	2022
23:55:00	MARSEILLE	TUNISAIR	TU929	ATTERRI 23:44	16	4	2022
00:35:00	LILLE	NOUVEL AIR	BJ557	ATTERRI 00:24	17	4	2022
00:40:00	ISTANBUL	TUNISAIR	TU217	ATTERRI 00:39	17	4	2022
00:45:00	PARIS CDG	AIR FRANCE	AF1784	ATTERRI 00:59	17	4	2022
03:40:00	BAMAKO	TUNISAIR	TU395	ATTERRI 04:31	17	4	2022
04:35:00	MONTREAL	TUNISAIR	TU203	ATTERRI 04:40	17	4	2022
